locus_id	target	gene_id	context	dist_bp	topo_hops	orientation	effect	copy_number
locus_7aaa7af5	ISKox3_ISL3_unknown	HG941718.1_3295934_3296003	UPSTREAM	53	0	opposite strand	NONE	1.0
locus_7aaa7af5	ISKox3_ISL3_unknown	HG941718.1_3296429_3296690	UPSTREAM	548	0	opposite strand	NONE	1.0
locus_7aaa7af5	ISKox3_ISL3_unknown	HG941718.1_3296731_3297292	UPSTREAM	850	0	opposite strand	NONE	1.0
locus_7aaa7af5	ISKox3_ISL3_unknown	HG941718.1_3294664_3294841	DOWNSTREAM	262	0	same strand	NONE	1.0
locus_7aaa7af5	ISKox3_ISL3_unknown	HG941718.1_3294065_3294392	DOWNSTREAM	711	0	same strand	NONE	1.0
locus_7aaa7af5	ISKox3_ISL3_unknown	HG941718.1_3293880_3293994	DOWNSTREAM	1109	0	opposite strand	NONE	1.0
locus_d99c8ee7	IS30_IS30_unknown,ISSd1_IS3_IS3	HG941718.1_3312880_3313249	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_d99c8ee7	IS30_IS30_unknown,ISSd1_IS3_IS3	HG941718.1_3313322_3314357	INSIDE	0	0	same strand	NONE	1.0
locus_d99c8ee7	IS30_IS30_unknown,ISSd1_IS3_IS3	HG941718.1_3314441_3315260	INSIDE	0	0	same strand	NONE	1.0
locus_d99c8ee7	IS30_IS30_unknown,ISSd1_IS3_IS3	HG941718.1_3315271_3315727	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_d99c8ee7	IS30_IS30_unknown,ISSd1_IS3_IS3	HG941718.1_3312655_3312829	UPSTREAM	314	0	same strand	NONE	1.0
locus_d99c8ee7	IS30_IS30_unknown,ISSd1_IS3_IS3	HG941718.1_3308721_3312609	UPSTREAM	534	0	same strand	NONE	1.0
locus_d99c8ee7	IS30_IS30_unknown,ISSd1_IS3_IS3	HG941718.1_3308355_3308442	UPSTREAM	4701	0	same strand	NONE	1.0
locus_d99c8ee7	IS30_IS30_unknown,ISSd1_IS3_IS3	HG941718.1_3315775_3315871	DOWNSTREAM	472	0	opposite strand	NONE	1.0
locus_d99c8ee7	IS30_IS30_unknown,ISSd1_IS3_IS3	HG941718.1_3316142_3316604	DOWNSTREAM	839	0	same strand	NONE	1.0
locus_d99c8ee7	IS30_IS30_unknown,ISSd1_IS3_IS3	HG941718.1_3316640_3317180	DOWNSTREAM	1337	0	same strand	NONE	1.0
locus_38791cc7	ISEch14_IS3_IS150	HG941718.1_3316142_3316604	INSIDE	0	0	same strand	NONE	1.0
locus_38791cc7	ISEch14_IS3_IS150	HG941718.1_3316640_3317180	INSIDE	0	0	same strand	NONE	1.0
locus_38791cc7	ISEch14_IS3_IS150	HG941718.1_3317252_3317675	INSIDE	0	0	same strand	NONE	1.0
locus_38791cc7	ISEch14_IS3_IS150	HG941718.1_3317684_3317888	OVERLAPPING_END	0	0	opposite strand	DISRUPTED	1.0
locus_38791cc7	ISEch14_IS3_IS150	HG941718.1_3315775_3315871	UPSTREAM	228	0	opposite strand	NONE	1.0
locus_38791cc7	ISEch14_IS3_IS150	HG941718.1_3315271_3315727	UPSTREAM	372	0	same strand	NONE	1.0
locus_38791cc7	ISEch14_IS3_IS150	HG941718.1_3314441_3315260	UPSTREAM	839	0	same strand	NONE	1.0
locus_38791cc7	ISEch14_IS3_IS150	HG941718.1_3318111_3318393	DOWNSTREAM	405	0	same strand	NONE	1.0
locus_38791cc7	ISEch14_IS3_IS150	HG941718.1_3318408_3318522	DOWNSTREAM	702	0	same strand	NONE	1.0
locus_38791cc7	ISEch14_IS3_IS150	HG941718.1_3318765_3318996	DOWNSTREAM	1059	0	same strand	NONE	1.0
locus_aa9d6d8e	IS2_IS3_IS2	HG941718.1_3323700_3324540	INSIDE	0	0	same strand	NONE	1.0
locus_aa9d6d8e	IS2_IS3_IS2	HG941718.1_3324563_3324929	INSIDE	0	0	same strand	NONE	1.0
locus_aa9d6d8e	IS2_IS3_IS2	HG941718.1_3325080_3326067	UPSTREAM	60	0	same strand	NONE	1.0
locus_aa9d6d8e	IS2_IS3_IS2	HG941718.1_3326166_3326901	UPSTREAM	1146	0	opposite strand	NONE	1.0
locus_aa9d6d8e	IS2_IS3_IS2	HG941718.1_3326936_3327860	UPSTREAM	1916	0	same strand	NONE	1.0
locus_aa9d6d8e	IS2_IS3_IS2	HG941718.1_3323385_3323490	DOWNSTREAM	199	0	opposite strand	NONE	1.0
locus_aa9d6d8e	IS2_IS3_IS2	HG941718.1_3321110_3323201	DOWNSTREAM	488	0	same strand	NONE	1.0
locus_aa9d6d8e	IS2_IS3_IS2	HG941718.1_3320799_3321033	DOWNSTREAM	2656	0	opposite strand	NONE	1.0
locus_370975bf	ISEc22_IS66_unknown	HG941718.1_3336689_3338081	INSIDE	0	0	same strand	NONE	1.0
locus_370975bf	ISEc22_IS66_unknown	HG941718.1_3335445_3336546	UPSTREAM	29	0	same strand	NONE	1.0
locus_370975bf	ISEc22_IS66_unknown	HG941718.1_3335118_3335415	UPSTREAM	1160	0	same strand	NONE	1.0
locus_370975bf	ISEc22_IS66_unknown	HG941718.1_3334642_3335068	UPSTREAM	1507	0	same strand	NONE	1.0
locus_370975bf	ISEc22_IS66_unknown	HG941718.1_3338301_3338685	DOWNSTREAM	183	0	opposite strand	NONE	1.0
locus_370975bf	ISEc22_IS66_unknown	HG941718.1_3338758_3338827	DOWNSTREAM	640	0	same strand	NONE	1.0
locus_370975bf	ISEc22_IS66_unknown	HG941718.1_3338851_3339421	DOWNSTREAM	733	0	opposite strand	NONE	1.0
locus_e6b0997f	ISEc10_IS21_unknown	HG941718.1_3360619_3362119	INSIDE	0	0	same strand	NONE	1.0
locus_e6b0997f	ISEc10_IS21_unknown	HG941718.1_3362310_3362871	INSIDE	0	0	same strand	NONE	1.0
locus_e6b0997f	ISEc10_IS21_unknown	HG941718.1_3360335_3360431	UPSTREAM	95	0	same strand	NONE	1.0
locus_e6b0997f	ISEc10_IS21_unknown	HG941718.1_3360115_3360271	UPSTREAM	255	0	same strand	NONE	1.0
locus_e6b0997f	ISEc10_IS21_unknown	HG941718.1_3358874_3359630	UPSTREAM	896	0	same strand	NONE	1.0
locus_e6b0997f	ISEc10_IS21_unknown	HG941718.1_3363496_3364480	DOWNSTREAM	561	0	same strand	NONE	1.0
locus_e6b0997f	ISEc10_IS21_unknown	HG941718.1_3364551_3365700	DOWNSTREAM	1616	0	same strand	NONE	1.0
locus_e6b0997f	ISEc10_IS21_unknown	HG941718.1_3365723_3367400	DOWNSTREAM	2788	0	same strand	NONE	1.0
locus_10e58ffd	ISEc52_IS3_IS3	HG941718.1_3558437_3558740	INSIDE	0	0	same strand	NONE	1.0
locus_10e58ffd	ISEc52_IS3_IS3	HG941718.1_3558766_3559585	INSIDE	0	0	same strand	NONE	1.0
locus_10e58ffd	ISEc52_IS3_IS3	HG941718.1_3559612_3560071	OVERLAPPING_END	0	0	opposite strand	DISRUPTED	1.0
locus_10e58ffd	ISEc52_IS3_IS3	HG941718.1_3557486_3558320	UPSTREAM	45	0	opposite strand	NONE	1.0
locus_10e58ffd	ISEc52_IS3_IS3	HG941718.1_3556148_3557459	UPSTREAM	906	0	opposite strand	NONE	1.0
locus_10e58ffd	ISEc52_IS3_IS3	HG941718.1_3555917_3556088	UPSTREAM	2277	0	same strand	NONE	1.0
locus_10e58ffd	ISEc52_IS3_IS3	HG941718.1_3560348_3561713	DOWNSTREAM	733	0	opposite strand	NONE	1.0
locus_10e58ffd	ISEc52_IS3_IS3	HG941718.1_3561784_3562174	DOWNSTREAM	2169	0	opposite strand	NONE	1.0
locus_10e58ffd	ISEc52_IS3_IS3	HG941718.1_3562187_3564482	DOWNSTREAM	2572	0	opposite strand	NONE	1.0
locus_2c4af268	IS609_IS200/IS605_IS605	HG941718.1_3820356_3821565	INSIDE	0	0	same strand	NONE	1.0
locus_2c4af268	IS609_IS200/IS605_IS605	HG941718.1_3821587_3821788	OVERLAPPING_START	0	0	opposite strand	DISRUPTED	1.0
locus_2c4af268	IS609_IS200/IS605_IS605	HG941718.1_3821867_3823592	UPSTREAM	96	0	same strand	NONE	1.0
locus_2c4af268	IS609_IS200/IS605_IS605	HG941718.1_3823666_3823798	UPSTREAM	1895	0	same strand	NONE	1.0
locus_2c4af268	IS609_IS200/IS605_IS605	HG941718.1_3823969_3825592	UPSTREAM	2198	0	opposite strand	NONE	1.0
locus_2c4af268	IS609_IS200/IS605_IS605	HG941718.1_3819349_3820234	DOWNSTREAM	79	0	opposite strand	NONE	1.0
locus_2c4af268	IS609_IS200/IS605_IS605	HG941718.1_3818929_3819331	DOWNSTREAM	982	0	opposite strand	NONE	1.0
locus_2c4af268	IS609_IS200/IS605_IS605	HG941718.1_3818250_3818919	DOWNSTREAM	1394	0	opposite strand	NONE	1.0
locus_67a74003	IS1F_IS1_unknown	HG941718.1_4140093_4140489	INSIDE	0	0	same strand	NONE	1.0
locus_67a74003	IS1F_IS1_unknown	HG941718.1_4140515_4140791	INSIDE	0	0	same strand	NONE	1.0
locus_67a74003	IS1F_IS1_unknown	HG941718.1_4140819_4141131	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_67a74003	IS1F_IS1_unknown	HG941718.1_4141250_4141589	UPSTREAM	404	0	same strand	NONE	1.0
locus_67a74003	IS1F_IS1_unknown	HG941718.1_4141596_4141713	UPSTREAM	750	0	same strand	NONE	1.0
locus_67a74003	IS1F_IS1_unknown	HG941718.1_4142000_4142606	UPSTREAM	1154	0	opposite strand	NONE	1.0
locus_67a74003	IS1F_IS1_unknown	HG941718.1_4137114_4139496	DOWNSTREAM	582	0	opposite strand	NONE	1.0
locus_67a74003	IS1F_IS1_unknown	HG941718.1_4135870_4137100	DOWNSTREAM	2978	0	opposite strand	NONE	1.0
locus_67a74003	IS1F_IS1_unknown	HG941718.1_4135695_4135818	DOWNSTREAM	4260	0	opposite strand	NONE	1.0
locus_ae3f9eb4	ISEc49_IS66_unknown	HG941718.1_4160352_4160985	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_ae3f9eb4	ISEc49_IS66_unknown	HG941718.1_4161107_4161491	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_ae3f9eb4	ISEc49_IS66_unknown	HG941718.1_4161806_4162394	UPSTREAM	318	0	same strand	NONE	1.0
locus_ae3f9eb4	ISEc49_IS66_unknown	HG941718.1_4162406_4163438	UPSTREAM	918	0	same strand	NONE	1.0
locus_ae3f9eb4	ISEc49_IS66_unknown	HG941718.1_4163444_4164032	UPSTREAM	1956	0	same strand	NONE	1.0
locus_ae3f9eb4	ISEc49_IS66_unknown	HG941718.1_4159649_4160195	DOWNSTREAM	179	0	opposite strand	NONE	1.0
locus_ae3f9eb4	ISEc49_IS66_unknown	HG941718.1_4159265_4159592	DOWNSTREAM	782	0	same strand	NONE	1.0
locus_ae3f9eb4	ISEc49_IS66_unknown	HG941718.1_4159080_4159194	DOWNSTREAM	1180	0	opposite strand	NONE	1.0
locus_d0eba381	ISEc49_IS66_unknown	HG941718.1_4161806_4162394	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_d0eba381	ISEc49_IS66_unknown	HG941718.1_4162406_4163438	INSIDE	0	0	same strand	NONE	1.0
locus_d0eba381	ISEc49_IS66_unknown	HG941718.1_4163444_4164032	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_d0eba381	ISEc49_IS66_unknown	HG941718.1_4164099_4164213	UPSTREAM	374	0	opposite strand	NONE	1.0
locus_d0eba381	ISEc49_IS66_unknown	HG941718.1_4164379_4164559	UPSTREAM	654	0	opposite strand	NONE	1.0
locus_d0eba381	ISEc49_IS66_unknown	HG941718.1_4164773_4165301	UPSTREAM	1048	0	same strand	NONE	1.0
locus_d0eba381	ISEc49_IS66_unknown	HG941718.1_4161107_4161491	DOWNSTREAM	322	0	same strand	NONE	1.0
locus_d0eba381	ISEc49_IS66_unknown	HG941718.1_4160352_4160985	DOWNSTREAM	828	0	same strand	NONE	1.0
locus_d0eba381	ISEc49_IS66_unknown	HG941718.1_4159649_4160195	DOWNSTREAM	1618	0	opposite strand	NONE	1.0
locus_3020b334	ISCro1_IS66_unknown	HG941718.1_4171181_4171859	INSIDE	0	0	same strand	NONE	1.0
locus_3020b334	ISCro1_IS66_unknown	HG941718.1_4171912_4172206	INSIDE	0	0	same strand	NONE	1.0
locus_3020b334	ISCro1_IS66_unknown	HG941718.1_4172225_4173797	INSIDE	0	0	same strand	NONE	1.0
locus_3020b334	ISCro1_IS66_unknown	HG941718.1_4170280_4170586	UPSTREAM	542	0	opposite strand	NONE	1.0
locus_3020b334	ISCro1_IS66_unknown	HG941718.1_4169180_4169978	UPSTREAM	1150	0	opposite strand	NONE	1.0
locus_3020b334	ISCro1_IS66_unknown	HG941718.1_4166558_4169141	UPSTREAM	1987	0	opposite strand	NONE	1.0
locus_3020b334	ISCro1_IS66_unknown	HG941718.1_4173943_4174135	DOWNSTREAM	116	0	opposite strand	NONE	1.0
locus_3020b334	ISCro1_IS66_unknown	HG941718.1_4174211_4174439	DOWNSTREAM	384	0	same strand	NONE	1.0
locus_3020b334	ISCro1_IS66_unknown	HG941718.1_4174501_4174570	DOWNSTREAM	674	0	same strand	NONE	1.0
locus_d6cfb325	IS21_IS21_unknown	HG941718.1_4175167_4175929	INSIDE	0	0	same strand	NONE	1.0
locus_d6cfb325	IS21_IS21_unknown	HG941718.1_4175964_4177137	INSIDE	0	0	same strand	NONE	1.0
locus_d6cfb325	IS21_IS21_unknown	HG941718.1_4177223_4177778	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_d6cfb325	IS21_IS21_unknown	HG941718.1_4177837_4180687	UPSTREAM	599	0	same strand	NONE	1.0
locus_d6cfb325	IS21_IS21_unknown	HG941718.1_4180780_4181341	UPSTREAM	3542	0	same strand	NONE	1.0
locus_d6cfb325	IS21_IS21_unknown	HG941718.1_4181439_4181697	UPSTREAM	4201	0	opposite strand	NONE	1.0
locus_d6cfb325	IS21_IS21_unknown	HG941718.1_4174701_4175097	DOWNSTREAM	10	0	same strand	NONE	1.0
locus_d6cfb325	IS21_IS21_unknown	HG941718.1_4174501_4174570	DOWNSTREAM	537	0	opposite strand	NONE	1.0
locus_d6cfb325	IS21_IS21_unknown	HG941718.1_4174211_4174439	DOWNSTREAM	668	0	opposite strand	NONE	1.0
locus_a224a1fe	ISEc23_IS66_unknown	HG941718.1_4924931_4925120	OVERLAPPING_START	0	0	opposite strand	DISRUPTED	1.0
locus_a224a1fe	ISEc23_IS66_unknown	HG941718.1_4925173_4925599	INSIDE	0	0	same strand	NONE	1.0
locus_a224a1fe	ISEc23_IS66_unknown	HG941718.1_4925649_4925946	INSIDE	0	0	same strand	NONE	1.0
locus_a224a1fe	ISEc23_IS66_unknown	HG941718.1_4925976_4927590	INSIDE	0	0	same strand	NONE	1.0
locus_a224a1fe	ISEc23_IS66_unknown	HG941718.1_4924599_4924836	UPSTREAM	252	0	opposite strand	NONE	1.0
locus_a224a1fe	ISEc23_IS66_unknown	HG941718.1_4923530_4924400	UPSTREAM	688	0	same strand	NONE	1.0
locus_a224a1fe	ISEc23_IS66_unknown	HG941718.1_4923356_4923452	UPSTREAM	1636	0	opposite strand	NONE	1.0
locus_a224a1fe	ISEc23_IS66_unknown	HG941718.1_4927860_4928874	DOWNSTREAM	240	0	opposite strand	NONE	1.0
locus_a224a1fe	ISEc23_IS66_unknown	HG941718.1_4928885_4930202	DOWNSTREAM	1265	0	opposite strand	NONE	1.0
locus_a224a1fe	ISEc23_IS66_unknown	HG941718.1_4930229_4931150	DOWNSTREAM	2609	0	opposite strand	NONE	1.0
locus_0433a509	ISEcp1_IS1380_unknown,IS5_IS5_IS5	HG941718.1_4937618_4938881	INSIDE	0	0	same strand	NONE	1.0
locus_0433a509	ISEcp1_IS1380_unknown,IS5_IS5_IS5	HG941718.1_4939086_4940067	INSIDE	0	0	opposite strand	NONE	1.0
locus_0433a509	ISEcp1_IS1380_unknown,IS5_IS5_IS5	HG941718.1_4940068_4940200	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_0433a509	ISEcp1_IS1380_unknown,IS5_IS5_IS5	HG941718.1_4935995_4937339	UPSTREAM	93	0	opposite strand	NONE	1.0
locus_0433a509	ISEcp1_IS1380_unknown,IS5_IS5_IS5	HG941718.1_4934655_4935816	UPSTREAM	1616	0	opposite strand	NONE	1.0
locus_0433a509	ISEcp1_IS1380_unknown,IS5_IS5_IS5	HG941718.1_4934492_4934624	UPSTREAM	2808	0	same strand	NONE	1.0
locus_0433a509	ISEcp1_IS1380_unknown,IS5_IS5_IS5	HG941718.1_4940403_4941549	DOWNSTREAM	268	0	same strand	NONE	1.0
locus_0433a509	ISEcp1_IS1380_unknown,IS5_IS5_IS5	HG941718.1_4941642_4941756	DOWNSTREAM	1507	0	same strand	NONE	1.0
locus_0433a509	ISEcp1_IS1380_unknown,IS5_IS5_IS5	HG941718.1_4941765_4942047	DOWNSTREAM	1630	0	same strand	NONE	1.0
locus_4cd374e4	ISSd1_IS3_IS3,ISEc52_IS3_IS3	HG941718.1_4942429_4943143	INSIDE	0	0	same strand	NONE	1.0
locus_4cd374e4	ISSd1_IS3_IS3,ISEc52_IS3_IS3	HG941718.1_4943283_4943586	INSIDE	0	0	same strand	NONE	1.0
locus_4cd374e4	ISSd1_IS3_IS3,ISEc52_IS3_IS3	HG941718.1_4943601_4944198	INSIDE	0	0	opposite strand	NONE	1.0
locus_4cd374e4	ISSd1_IS3_IS3,ISEc52_IS3_IS3	HG941718.1_4944363_4944777	OVERLAPPING_START	0	0	opposite strand	DISRUPTED	1.0
locus_4cd374e4	ISSd1_IS3_IS3,ISEc52_IS3_IS3	HG941718.1_4945092_4945203	UPSTREAM	651	0	opposite strand	NONE	1.0
locus_4cd374e4	ISSd1_IS3_IS3,ISEc52_IS3_IS3	HG941718.1_4945333_4946101	UPSTREAM	892	0	same strand	NONE	1.0
locus_4cd374e4	ISSd1_IS3_IS3,ISEc52_IS3_IS3	HG941718.1_4946101_4946992	UPSTREAM	1660	0	same strand	NONE	1.0
locus_4cd374e4	ISSd1_IS3_IS3,ISEc52_IS3_IS3	HG941718.1_4941765_4942047	DOWNSTREAM	338	0	opposite strand	NONE	1.0
locus_4cd374e4	ISSd1_IS3_IS3,ISEc52_IS3_IS3	HG941718.1_4941642_4941756	DOWNSTREAM	629	0	opposite strand	NONE	1.0
locus_4cd374e4	ISSd1_IS3_IS3,ISEc52_IS3_IS3	HG941718.1_4940403_4941549	DOWNSTREAM	836	0	opposite strand	NONE	1.0
locus_6f7b2f1e	IS1F_IS1_unknown	HG941718.1_4953061_4953142	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_6f7b2f1e	IS1F_IS1_unknown	HG941718.1_4953170_4953446	INSIDE	0	0	same strand	NONE	1.0
locus_6f7b2f1e	IS1F_IS1_unknown	HG941718.1_4953490_4953658	INSIDE	0	0	same strand	NONE	1.0
locus_6f7b2f1e	IS1F_IS1_unknown	HG941718.1_4953658_4953868	INSIDE	0	0	same strand	NONE	1.0
locus_6f7b2f1e	IS1F_IS1_unknown	HG941718.1_4952357_4952879	UPSTREAM	236	0	opposite strand	NONE	1.0
locus_6f7b2f1e	IS1F_IS1_unknown	HG941718.1_4951407_4952352	UPSTREAM	763	0	opposite strand	NONE	1.0
locus_6f7b2f1e	IS1F_IS1_unknown	HG941718.1_4948996_4951321	UPSTREAM	1794	0	opposite strand	NONE	1.0
locus_6f7b2f1e	IS1F_IS1_unknown	HG941718.1_4954027_4954138	DOWNSTREAM	144	0	opposite strand	NONE	1.0
locus_6f7b2f1e	IS1F_IS1_unknown	HG941718.1_4954194_4954290	DOWNSTREAM	311	0	same strand	NONE	1.0
locus_6f7b2f1e	IS1F_IS1_unknown	HG941718.1_4954299_4954410	DOWNSTREAM	416	0	same strand	NONE	1.0
locus_15eae925	ISEc8_IS66_unknown	HG941718.1_4956037_4957423	INSIDE	0	0	same strand	NONE	1.0
locus_15eae925	ISEc8_IS66_unknown	HG941718.1_4957472_4957766	INSIDE	0	0	same strand	NONE	1.0
locus_15eae925	ISEc8_IS66_unknown	HG941718.1_4957816_4958197	INSIDE	0	0	same strand	NONE	1.0
locus_15eae925	ISEc8_IS66_unknown	HG941718.1_4958551_4958965	UPSTREAM	262	0	same strand	NONE	1.0
locus_15eae925	ISEc8_IS66_unknown	HG941718.1_4958973_4959375	UPSTREAM	684	0	same strand	NONE	1.0
locus_15eae925	ISEc8_IS66_unknown	HG941718.1_4959634_4960204	UPSTREAM	1345	0	same strand	NONE	1.0
locus_15eae925	ISEc8_IS66_unknown	HG941718.1_4955883_4955952	DOWNSTREAM	48	0	opposite strand	NONE	1.0
locus_15eae925	ISEc8_IS66_unknown	HG941718.1_4954425_4955799	DOWNSTREAM	201	0	opposite strand	NONE	1.0
locus_15eae925	ISEc8_IS66_unknown	HG941718.1_4954299_4954410	DOWNSTREAM	1590	0	opposite strand	NONE	1.0
locus_3b9a99f4	ISEc12_IS21_unknown	HG941718.1_4971626_4971881	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_3b9a99f4	ISEc12_IS21_unknown	HG941718.1_4972042_4973563	INSIDE	0	0	same strand	NONE	1.0
locus_3b9a99f4	ISEc12_IS21_unknown	HG941718.1_4973574_4974324	INSIDE	0	0	same strand	NONE	1.0
locus_3b9a99f4	ISEc12_IS21_unknown	HG941718.1_4971087_4971564	UPSTREAM	264	0	same strand	NONE	1.0
locus_3b9a99f4	ISEc12_IS21_unknown	HG941718.1_4970277_4971072	UPSTREAM	756	0	same strand	NONE	1.0
locus_3b9a99f4	ISEc12_IS21_unknown	HG941718.1_4969438_4970257	UPSTREAM	1571	0	same strand	NONE	1.0
locus_3b9a99f4	ISEc12_IS21_unknown	HG941718.1_4974433_4974547	DOWNSTREAM	24	0	same strand	NONE	1.0
locus_3b9a99f4	ISEc12_IS21_unknown	HG941718.1_4974596_4974965	DOWNSTREAM	187	0	same strand	NONE	1.0
locus_3b9a99f4	ISEc12_IS21_unknown	HG941718.1_4975054_4975432	DOWNSTREAM	645	0	same strand	NONE	1.0
locus_53d7f397	ISEc52_IS3_IS3	HG941718.1_5007374_5008193	INSIDE	0	0	same strand	NONE	1.0
locus_53d7f397	ISEc52_IS3_IS3	HG941718.1_5008219_5008522	INSIDE	0	0	same strand	NONE	1.0
locus_53d7f397	ISEc52_IS3_IS3	HG941718.1_5008647_5009691	UPSTREAM	53	0	opposite strand	NONE	1.0
locus_53d7f397	ISEc52_IS3_IS3	HG941718.1_5010116_5010206	UPSTREAM	1522	0	opposite strand	NONE	1.0
locus_53d7f397	ISEc52_IS3_IS3	HG941718.1_5010273_5011254	UPSTREAM	1679	0	same strand	NONE	1.0
locus_53d7f397	ISEc52_IS3_IS3	HG941718.1_5007190_5007343	DOWNSTREAM	1	0	opposite strand	NONE	1.0
locus_53d7f397	ISEc52_IS3_IS3	HG941718.1_5006824_5006896	DOWNSTREAM	448	0	opposite strand	NONE	1.0
locus_53d7f397	ISEc52_IS3_IS3	HG941718.1_5006543_5006801	DOWNSTREAM	543	0	same strand	NONE	1.0
locus_3235df74	ISEc53_ISL3_unknown	HG941718.1_5014841_5016062	INSIDE	0	0	same strand	NONE	1.0
locus_3235df74	ISEc53_ISL3_unknown	HG941718.1_5016080_5016599	INSIDE	0	0	same strand	NONE	1.0
locus_3235df74	ISEc53_ISL3_unknown	HG941718.1_5016746_5017106	UPSTREAM	48	0	opposite strand	NONE	1.0
locus_3235df74	ISEc53_ISL3_unknown	HG941718.1_5017181_5017247	UPSTREAM	483	0	same strand	NONE	1.0
locus_3235df74	ISEc53_ISL3_unknown	HG941718.1_5017625_5018180	UPSTREAM	927	0	opposite strand	NONE	1.0
locus_3235df74	ISEc53_ISL3_unknown	HG941718.1_5013957_5014353	DOWNSTREAM	460	0	same strand	NONE	1.0
locus_3235df74	ISEc53_ISL3_unknown	HG941718.1_5013863_5013953	DOWNSTREAM	860	0	opposite strand	NONE	1.0
locus_3235df74	ISEc53_ISL3_unknown	HG941718.1_5013529_5013676	DOWNSTREAM	1137	0	opposite strand	NONE	1.0
locus_38ed9ffd	IS26_IS6_unknown,ISEcp1_IS1380_unknown	HG941719.1_33776_36305	OVERLAPPING_START	0	0	same strand	DISRUPTED	1.0
locus_38ed9ffd	IS26_IS6_unknown,ISEcp1_IS1380_unknown	HG941719.1_36339_37056	INSIDE	0	0	same strand	NONE	1.0
locus_38ed9ffd	IS26_IS6_unknown,ISEcp1_IS1380_unknown	HG941719.1_37299_38562	INSIDE	0	0	opposite strand	NONE	1.0
locus_38ed9ffd	IS26_IS6_unknown,ISEcp1_IS1380_unknown	HG941719.1_33507_33612	UPSTREAM	2676	0	same strand	NONE	1.0
locus_38ed9ffd	IS26_IS6_unknown,ISEcp1_IS1380_unknown	HG941719.1_33375_33459	UPSTREAM	2829	0	same strand	NONE	1.0
locus_38ed9ffd	IS26_IS6_unknown,ISEcp1_IS1380_unknown	HG941719.1_32643_33159	UPSTREAM	3129	0	same strand	NONE	1.0
locus_38ed9ffd	IS26_IS6_unknown,ISEcp1_IS1380_unknown	HG941719.1_38749_38980	DOWNSTREAM	1	0	same strand	NONE	1.0
locus_38ed9ffd	IS26_IS6_unknown,ISEcp1_IS1380_unknown	HG941719.1_39125_39683	DOWNSTREAM	377	0	same strand	NONE	1.0
locus_38ed9ffd	IS26_IS6_unknown,ISEcp1_IS1380_unknown	HG941719.1_39865_40726	DOWNSTREAM	1117	0	same strand	NONE	1.0
locus_cc5ed575	IS15_IS6_unknown	HG941719.1_43346_43481	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_cc5ed575	IS15_IS6_unknown	HG941719.1_43486_44203	INSIDE	0	0	same strand	NONE	1.0
locus_cc5ed575	IS15_IS6_unknown	HG941719.1_44300_44612	UPSTREAM	46	0	opposite strand	NONE	1.0
locus_cc5ed575	IS15_IS6_unknown	HG941719.1_44620_45259	UPSTREAM	366	0	opposite strand	NONE	1.0
locus_cc5ed575	IS15_IS6_unknown	HG941719.1_45297_47106	UPSTREAM	1043	0	opposite strand	NONE	1.0
locus_cc5ed575	IS15_IS6_unknown	HG941719.1_40836_43344	DOWNSTREAM	90	0	same strand	NONE	1.0
locus_cc5ed575	IS15_IS6_unknown	HG941719.1_39865_40726	DOWNSTREAM	2708	0	opposite strand	NONE	1.0
locus_cc5ed575	IS15_IS6_unknown	HG941719.1_39125_39683	DOWNSTREAM	3751	0	opposite strand	NONE	1.0
locus_d67841d2	IS1R_IS1_unknown	HG941719.1_66956_67232	INSIDE	0	0	same strand	NONE	1.0
locus_d67841d2	IS1R_IS1_unknown	HG941719.1_67276_67654	INSIDE	0	0	same strand	NONE	1.0
locus_d67841d2	IS1R_IS1_unknown	HG941719.1_66480_66723	UPSTREAM	178	0	same strand	NONE	1.0
locus_d67841d2	IS1R_IS1_unknown	HG941719.1_65775_66336	UPSTREAM	565	0	same strand	NONE	1.0
locus_d67841d2	IS1R_IS1_unknown	HG941719.1_64812_65673	UPSTREAM	1228	0	same strand	NONE	1.0
locus_d67841d2	IS1R_IS1_unknown	HG941719.1_67686_68160	DOWNSTREAM	17	0	same strand	NONE	1.0
locus_d67841d2	IS1R_IS1_unknown	HG941719.1_68279_68426	DOWNSTREAM	610	0	opposite strand	NONE	1.0
locus_d67841d2	IS1R_IS1_unknown	HG941719.1_68452_69043	DOWNSTREAM	783	0	same strand	NONE	1.0
locus_18e554bb	IS26_IS6_unknown	HG941719.1_73111_75355	OVERLAPPING_START	0	0	opposite strand	DISRUPTED	1.0
