locus_id	target	gene_id	context	dist_bp	topo_hops	orientation	effect	copy_number
locus_29a9213b	ISEc24_IS3_IS51	1245002_81961_82546	UPSTREAM	2649	0	same strand	NONE	1.0
locus_29a9213b	ISEc24_IS3_IS51	1245002_77958_78045	DOWNSTREAM	37	0	opposite strand	NONE	1.0
locus_29a9213b	ISEc24_IS3_IS51	1245002_77629_77800	DOWNSTREAM	282	0	opposite strand	NONE	1.0
locus_29a9213b	ISEc24_IS3_IS51	1245002_77243_77495	DOWNSTREAM	587	0	opposite strand	NONE	1.0
locus_ea62f138	IS4_IS4_IS4	1245002_123126_124332	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_ea62f138	IS4_IS4_IS4	1245002_124456_127132	UPSTREAM	40	0	same strand	NONE	1.0
locus_ea62f138	IS4_IS4_IS4	1245002_127608_128256	UPSTREAM	3192	0	opposite strand	NONE	1.0
locus_ea62f138	IS4_IS4_IS4	1245002_128413_128575	UPSTREAM	3997	0	same strand	NONE	1.0
locus_ea62f138	IS4_IS4_IS4	1245002_122381_122999	DOWNSTREAM	434	0	opposite strand	NONE	1.0
locus_ea62f138	IS4_IS4_IS4	1245002_121869_121998	DOWNSTREAM	1435	0	same strand	NONE	1.0
locus_ea62f138	IS4_IS4_IS4	1245002_121364_121778	DOWNSTREAM	1655	0	same strand	NONE	1.0
locus_bd9c1e74	MITEEc1_IS630_unknown	1245022_14588_15752	UPSTREAM	63	0	same strand	NONE	1.0
locus_bd9c1e74	MITEEc1_IS630_unknown	1245022_13519_14539	UPSTREAM	1276	0	same strand	NONE	1.0
locus_bd9c1e74	MITEEc1_IS630_unknown	1245022_12716_13148	UPSTREAM	2667	0	opposite strand	NONE	1.0
locus_bd9c1e74	MITEEc1_IS630_unknown	1245022_15965_17045	DOWNSTREAM	28	0	same strand	NONE	1.0
locus_bd9c1e74	MITEEc1_IS630_unknown	1245022_17235_18096	DOWNSTREAM	1298	0	same strand	NONE	1.0
locus_bd9c1e74	MITEEc1_IS630_unknown	1245022_18234_18870	DOWNSTREAM	2297	0	same strand	NONE	1.0
locus_31088630	ISEc9_IS1380_unknown,IS5_IS5_IS5	1245048_10108_11371	INSIDE	0	0	same strand	NONE	1.0
locus_31088630	ISEc9_IS1380_unknown,IS5_IS5_IS5	1245048_11576_12557	INSIDE	0	0	opposite strand	NONE	1.0
locus_31088630	ISEc9_IS1380_unknown,IS5_IS5_IS5	1245048_12558_12690	OVERLAPPING_END	0	0	same strand	DISRUPTED	1.0
locus_31088630	ISEc9_IS1380_unknown,IS5_IS5_IS5	1245048_8485_9829	UPSTREAM	93	0	opposite strand	NONE	1.0
locus_31088630	ISEc9_IS1380_unknown,IS5_IS5_IS5	1245048_7145_8423	UPSTREAM	1499	0	opposite strand	NONE	1.0
locus_31088630	ISEc9_IS1380_unknown,IS5_IS5_IS5	1245048_6982_7114	UPSTREAM	2808	0	same strand	NONE	1.0
locus_31088630	ISEc9_IS1380_unknown,IS5_IS5_IS5	1245048_12809_14039	DOWNSTREAM	184	0	same strand	NONE	1.0
locus_31088630	ISEc9_IS1380_unknown,IS5_IS5_IS5	1245048_14094_14771	DOWNSTREAM	1469	0	opposite strand	NONE	1.0
locus_31088630	ISEc9_IS1380_unknown,IS5_IS5_IS5	1245048_14919_15024	DOWNSTREAM	2294	0	opposite strand	NONE	1.0
locus_b742fd53	MITEEc1_IS630_unknown	1245056_117633_119895	UPSTREAM	56	0	opposite strand	NONE	1.0
locus_b742fd53	MITEEc1_IS630_unknown	1245056_116209_117493	UPSTREAM	2458	0	same strand	NONE	1.0
locus_b742fd53	MITEEc1_IS630_unknown	1245056_115581_116058	UPSTREAM	3893	0	same strand	NONE	1.0
locus_b742fd53	MITEEc1_IS630_unknown	1245056_120077_121511	DOWNSTREAM	3	0	opposite strand	NONE	1.0
locus_b742fd53	MITEEc1_IS630_unknown	1245056_121586_122639	DOWNSTREAM	1512	0	opposite strand	NONE	1.0
locus_b742fd53	MITEEc1_IS630_unknown	1245056_122822_123776	DOWNSTREAM	2748	0	same strand	NONE	1.0
locus_9a0631a2	ISEc38_ISL3_unknown	1245062_66060_66162	INSIDE	0	0	opposite strand	NONE	1.0
locus_9a0631a2	ISEc38_ISL3_unknown	1245062_66210_67068	INSIDE	0	0	same strand	NONE	1.0
locus_9a0631a2	ISEc38_ISL3_unknown	1245062_67199_67451	INSIDE	0	0	opposite strand	NONE	1.0
locus_9a0631a2	ISEc38_ISL3_unknown	1245062_67873_68329	UPSTREAM	209	0	same strand	NONE	1.0
locus_9a0631a2	ISEc38_ISL3_unknown	1245062_65792_65912	DOWNSTREAM	30	0	opposite strand	NONE	1.0
locus_9a0631a2	ISEc38_ISL3_unknown	1245062_65598_65712	DOWNSTREAM	230	0	same strand	NONE	1.0
locus_9a0631a2	ISEc38_ISL3_unknown	1245062_64524_65559	DOWNSTREAM	383	0	opposite strand	NONE	1.0
locus_d8c6469a	ISEc1_ISAs1_unknown	1245096_46134_47271	INSIDE	0	0	same strand	NONE	1.0
locus_d8c6469a	ISEc1_ISAs1_unknown	1245096_45535_45655	UPSTREAM	335	0	same strand	NONE	1.0
locus_d8c6469a	ISEc1_ISAs1_unknown	1245096_43823_45323	UPSTREAM	667	0	opposite strand	NONE	1.0
locus_d8c6469a	ISEc1_ISAs1_unknown	1245096_42649_43711	UPSTREAM	2279	0	same strand	NONE	1.0
locus_d8c6469a	ISEc1_ISAs1_unknown	1245096_47341_47911	DOWNSTREAM	60	0	opposite strand	NONE	1.0
locus_d8c6469a	ISEc1_ISAs1_unknown	1245096_48085_48931	DOWNSTREAM	804	0	same strand	NONE	1.0
locus_d8c6469a	ISEc1_ISAs1_unknown	1245096_49026_49920	DOWNSTREAM	1745	0	opposite strand	NONE	1.0
locus_39cb0fbd	IS629_IS3_IS51	1245106_2885_3272	INSIDE	0	0	same strand	NONE	1.0
locus_39cb0fbd	IS629_IS3_IS51	1245106_1200_2709	UPSTREAM	81	0	same strand	NONE	1.0
locus_39cb0fbd	IS629_IS3_IS51	1245106_1039_1162	UPSTREAM	1628	0	same strand	NONE	1.0
locus_39cb0fbd	IS629_IS3_IS51	1245106_890_1004	UPSTREAM	1786	0	same strand	NONE	1.0
locus_39cb0fbd	IS629_IS3_IS51	1245106_3321_3399	DOWNSTREAM	7	0	opposite strand	NONE	1.0
locus_39cb0fbd	IS629_IS3_IS51	1245106_3432_3738	DOWNSTREAM	118	0	same strand	NONE	1.0
locus_39cb0fbd	IS629_IS3_IS51	1245106_4002_6087	DOWNSTREAM	688	0	opposite strand	NONE	1.0
locus_1e53f7ff	IS1R_IS1_unknown	1245136_1_181	INSIDE	0	0	same strand	NONE	1.0
locus_1e53f7ff	IS1R_IS1_unknown	1245136_225_444	INSIDE	0	0	same strand	NONE	1.0
locus_1e53f7ff	IS1R_IS1_unknown	1236016_562_1078	DOWNSTREAM	685	2	same strand	NONE	1.0
locus_1e53f7ff	IS1R_IS1_unknown	1236016_211_325	DOWNSTREAM	1438	2	opposite strand	NONE	1.0
locus_2dec6d6c	IS1A_IS1_unknown	1245138_99_444	INSIDE	0	0	same strand	NONE	2.0
