transcript	chromStart	chromEnd	name	repeats	synonyms	Buffer_10	Buffer_15	Buffer_25	Buffer_50	category	truth_name	truth_idx	score	strand	buffer
HG941718.1	1482654	1482765	ISEc23	1		FP	FP	FP	FP	FP					100
HG941718.1	1482916	1485823	ISEc23	1		FP	FP	FP	FP	FP					100
HG941718.1	1485838	1486366	ISEc23	1		FP	FP	FP	FP	FP					100
HG941718.1	1647073	1647193	ISEc23	2		FP	FP	FP	FP	FP					100
HG941718.1	1645361	1646861	ISEc23	2		FP	FP	FP	FP	FP					100
HG941718.1	1644187	1645249	ISEc23	2		FP	FP	FP	FP	FP					100
HG941718.1	1649623	1650469	ISEc23	2		FP	FP	FP	FP	FP					100
HG941718.1	1650564	1651458	ISEc23	2		FP	FP	FP	FP	FP					100
HG941718.1	1996659	1997406	ISEc23	3		FP	FP	FP	FP	FP					100
HG941718.1	1995868	1996624	ISEc23	3		FP	FP	FP	FP	FP					100
HG941718.1	1994857	1995844	ISEc23	3		FP	FP	FP	FP	FP					100
HG941718.1	2000076	2000688	ISEc23	3		FP	FP	FP	FP	FP					100
HG941718.1	2000718	2000796	ISEc23	3		FP	FP	FP	FP	FP					100
HG941718.1	2103049	2103250	ISEc10	1		FP	FP	FP	FP	FP					100
HG941718.1	2101814	2103020	ISEc10	1		FP	FP	FP	FP	FP					100
HG941718.1	2101214	2101631	ISEc10	1		FP	FP	FP	FP	FP					100
HG941718.1	2104621	2104705	ISEc10	1		FP	FP	FP	FP	FP					100
HG941718.1	2105195	2105444	ISEc10	1		FP	FP	FP	FP	FP					100
HG941718.1	2105577	2106129	ISEc10	1		FP	FP	FP	FP	FP					100
HG941718.1	2137006	2137657	ISEc8	2		FP	FP	FP	FP	FP					100
HG941718.1	2138043	2138196	ISEc8	2		FP	FP	FP	FP	FP					100
HG941718.1	2138465	2138642	ISEc8	2		FP	FP	FP	FP	FP					100
HG941718.1	2133673	2134678	ISEc8	2		FP	FP	FP	FP	FP					100
HG941718.1	2133151	2133565	ISEc8	2		FP	FP	FP	FP	FP					100
HG941718.1	2143854	2147250	IS21	2	['IS640']	FP	FP	FP	FP	FP					100
HG941718.1	2147310	2147775	IS21	2	['IS640']	FP	FP	FP	FP	FP					100
HG941718.1	2139752	2139983	IS21	2	['IS640']	FP	FP	FP	FP	FP					100
HG941718.1	2139038	2139743	IS21	2	['IS640']	FP	FP	FP	FP	FP					100
HG941718.1	2138740	2139028	IS21	2	['IS640']	FP	FP	FP	FP	FP					100
HG941718.1	2245997	2246387	ISEc53	1		FP	FP	FP	FP	FP					100
HG941718.1	2246395	2246797	ISEc53	1		FP	FP	FP	FP	FP					100
HG941718.1	2246962	2247532	ISEc53	1		FP	FP	FP	FP	FP					100
HG941718.1	2243722	2243836	ISEc53	1		FP	FP	FP	FP	FP					100
HG941718.1	2242648	2243683	ISEc53	1		FP	FP	FP	FP	FP					100
HG941718.1	2250797	2251406	IS100kyp	1	['IS100']	FP	FP	FP	FP	FP					100
HG941718.1	2251540	2251633	IS100kyp	1	['IS100']	FP	FP	FP	FP	FP					100
HG941718.1	2248512	2248596	IS100kyp	1	['IS100']	FP	FP	FP	FP	FP					100
HG941718.1	2248171	2248348	IS100kyp	1	['IS100']	FP	FP	FP	FP	FP					100
HG941718.1	2251879	2252095	ISEcp1	1	['ISEc9']	FP	FP	FP	FP	FP					100
HG941718.1	2251692	2251785	ISEcp1	1	['ISEc9']	FP	FP	FP	FP	FP					100
HG941718.1	2254776	2254914	ISEcp1	1	['ISEc9']	FP	FP	FP	FP	FP					100
HG941718.1	2255643	2256816	ISEcp1	1	['ISEc9']	FP	FP	FP	FP	FP					100
HG941718.1	2256880	2257117	ISEcp1	1	['ISEc9']	FP	FP	FP	FP	FP					100
HG941718.1	2268666	2269572	ISEc38	1		FP	FP	FP	FP	FP					100
HG941718.1	2269580	2270639	ISEc38	1		FP	FP	FP	FP	FP					100
HG941718.1	2263633	2263717	ISEc38	1		FP	FP	FP	FP	FP					100
HG941718.1	2263092	2263527	ISEc38	1		FP	FP	FP	FP	FP					100
HG941718.1	2262719	2262794	ISEc38	1		FP	FP	FP	FP	FP					100
HG941718.1	2269580	2270639	ISEc20	1		FP	FP	FP	FP	FP					100
HG941718.1	2268666	2269572	ISEc20	1		FP	FP	FP	FP	FP					100
HG941718.1	2274053	2274464	ISEc20	1		FP	FP	FP	FP	FP					100
HG941718.1	2274684	2275503	ISEc20	1		FP	FP	FP	FP	FP					100
HG941718.1	2287251	2288181	IS1397	1		FP	FP	FP	FP	FP					100
HG941718.1	2288226	2289051	IS1397	1		FP	FP	FP	FP	FP					100
HG941718.1	2282038	2283211	IS1397	1		FP	FP	FP	FP	FP					100
HG941718.1	2281446	2281920	IS1397	1		FP	FP	FP	FP	FP					100
HG941718.1	2386102	2388583	IS1397	2		FP	FP	FP	FP	FP					100
HG941718.1	2388598	2389273	IS1397	2		FP	FP	FP	FP	FP					100
HG941718.1	2389353	2389896	IS1397	2		FP	FP	FP	FP	FP					100
HG941718.1	2384275	2384572	IS1397	2		FP	FP	FP	FP	FP					100
HG941718.1	2383675	2384194	IS1397	2		FP	FP	FP	FP	FP					100
HG941718.1	2382812	2383637	IS1397	2		FP	FP	FP	FP	FP					100
HG941718.1	3116200	3117799	IS609	1		FP	FP	FP	FP	FP					100
HG941718.1	3117804	3119223	IS609	1		FP	FP	FP	FP	FP					100
HG941718.1	3119266	3119638	IS609	1		FP	FP	FP	FP	FP					100
HG941718.1	3109006	3110221	IS609	1		FP	FP	FP	FP	FP					100
HG941718.1	3108485	3108929	IS609	1		FP	FP	FP	FP	FP					100
HG941718.1	3107774	3108377	IS609	1		FP	FP	FP	FP	FP					100
HG941718.1	3235155	3236016	ISEc22	1		FP	FP	FP	FP	FP					100
HG941718.1	3234381	3235017	ISEc22	1		FP	FP	FP	FP	FP					100
HG941718.1	3238712	3239732	ISEc22	1		FP	FP	FP	FP	FP					100
HG941718.1	3240103	3240535	ISEc22	1		FP	FP	FP	FP	FP					100
HG941718.1	3289338	3289854	ISEc52	1		FP	FP	FP	FP	FP					100
HG941718.1	3287787	3288018	ISEc52	1		FP	FP	FP	FP	FP					100
HG941718.1	3286601	3287645	ISEc52	1		FP	FP	FP	FP	FP					100
HG941718.1	3286469	3286580	ISEc52	1		FP	FP	FP	FP	FP					100
HG941718.1	3289338	3289854	ISEc52	2		FP	FP	FP	FP	FP					100
HG941718.1	3291236	3291338	ISEc52	2		FP	FP	FP	FP	FP					100
HG941718.1	3291869	3291977	ISEc52	2		FP	FP	FP	FP	FP					100
HG941718.1	3292381	3292615	ISEc52	2		FP	FP	FP	FP	FP					100
HG941718.1	3294664	3294841	ISSd1	1	['IS600', 'ISS1']	FP	FP	FP	FP	FP					100
HG941718.1	3292734	3292968	ISSd1	1	['IS600', 'ISS1']	FP	FP	FP	FP	FP					100
HG941718.1	3292381	3292615	ISSd1	1	['IS600', 'ISS1']	FP	FP	FP	FP	FP					100
HG941718.1	3291869	3291977	ISSd1	1	['IS600', 'ISS1']	FP	FP	FP	FP	FP					100
HG941718.1	3296429	3296690	ISEc24	1		FP	FP	FP	FP	FP					100
HG941718.1	3296731	3297292	ISEc24	1		FP	FP	FP	FP	FP					100
HG941718.1	3294664	3294841	ISEc24	1		FP	FP	FP	FP	FP					100
HG941718.1	3312655	3312829	IS30	1	['IS30H']	FP	FP	FP	FP	FP					100
HG941718.1	3308721	3312609	IS30	1	['IS30H']	FP	FP	FP	FP	FP					100
HG941718.1	3308355	3308442	IS30	1	['IS30H']	FP	FP	FP	FP	FP					100
HG941718.1	3315775	3315871	IS30	1	['IS30H']	FP	FP	FP	FP	FP					100
HG941718.1	3315775	3315871	ISEc1	1	['H-rptE', 'ISEc5', 'RhsE']	FP	FP	FP	FP	FP					100
HG941718.1	3318111	3318393	ISEc1	1	['H-rptE', 'ISEc5', 'RhsE']	FP	FP	FP	FP	FP					100
HG941718.1	3318408	3318522	ISEc1	1	['H-rptE', 'ISEc5', 'RhsE']	FP	FP	FP	FP	FP					100
HG941718.1	3318765	3318996	ISEc1	1	['H-rptE', 'ISEc5', 'RhsE']	FP	FP	FP	FP	FP					100
HG941718.1	3326166	3326901	IS2	1	['IS4521L', 'IS4521R']	FP	FP	FP	FP	FP					100
HG941718.1	3326936	3327860	IS2	1	['IS4521L', 'IS4521R']	FP	FP	FP	FP	FP					100
HG941718.1	3323385	3323490	IS2	1	['IS4521L', 'IS4521R']	FP	FP	FP	FP	FP					100
HG941718.1	3321110	3323201	IS2	1	['IS4521L', 'IS4521R']	FP	FP	FP	FP	FP					100
HG941718.1	3320799	3321033	IS2	1	['IS4521L', 'IS4521R']	FP	FP	FP	FP	FP					100
HG941718.1	3338301	3338685	IS1203	1	['IS3411']	FP	FP	FP	FP	FP					100
HG941718.1	3338758	3338827	IS1203	1	['IS3411']	FP	FP	FP	FP	FP					100
HG941718.1	3338851	3339421	IS1203	1	['IS3411']	FP	FP	FP	FP	FP					100
HG941718.1	3360115	3360271	ISSd1	2	['IS600', 'ISS1']	FP	FP	FP	FP	FP					100
HG941718.1	3358874	3359630	ISSd1	2	['IS600', 'ISS1']	FP	FP	FP	FP	FP					100
HG941718.1	3363496	3364480	ISSd1	2	['IS600', 'ISS1']	FP	FP	FP	FP	FP					100
HG941718.1	3364551	3365700	ISSd1	2	['IS600', 'ISS1']	FP	FP	FP	FP	FP					100
HG941718.1	3365723	3367400	ISSd1	2	['IS600', 'ISS1']	FP	FP	FP	FP	FP					100
HG941718.1	3560348	3561713	IS4	1		FP	FP	FP	FP	FP					100
HG941718.1	3561784	3562174	IS4	1		FP	FP	FP	FP	FP					100
HG941718.1	3562187	3564482	IS4	1		FP	FP	FP	FP	FP					100
HG941718.1	3556148	3557459	IS4	1		FP	FP	FP	FP	FP					100
HG941718.1	3555917	3556088	IS4	1		FP	FP	FP	FP	FP					100
HG941718.1	3823666	3823798	IS1R	1	['IS1G']	FP	FP	FP	FP	FP					100
HG941718.1	3823969	3825592	IS1R	1	['IS1G']	FP	FP	FP	FP	FP					100
HG941718.1	3818929	3819331	IS1R	1	['IS1G']	FP	FP	FP	FP	FP					100
HG941718.1	3818250	3818919	IS1R	1	['IS1G']	FP	FP	FP	FP	FP					100
HG941718.1	4141250	4141589	IS1A	1	['IS1SD']	FP	FP	FP	FP	FP					100
HG941718.1	4141596	4141713	IS1A	1	['IS1SD']	FP	FP	FP	FP	FP					100
HG941718.1	4142000	4142606	IS1A	1	['IS1SD']	FP	FP	FP	FP	FP					100
HG941718.1	4137114	4139496	IS1A	1	['IS1SD']	FP	FP	FP	FP	FP					100
HG941718.1	4135870	4137100	IS1A	1	['IS1SD']	FP	FP	FP	FP	FP					100
HG941718.1	4135695	4135818	IS1A	1	['IS1SD']	FP	FP	FP	FP	FP					100
HG941718.1	4160352	4160985	IS1A	2	['IS1SD']	FP	FP	FP	FP	FP					100
HG941718.1	4161107	4161491	IS1A	2	['IS1SD']	FP	FP	FP	FP	FP					100
HG941718.1	4161806	4162394	IS1A	2	['IS1SD']	FP	FP	FP	FP	FP					100
HG941718.1	4162406	4163438	IS1A	2	['IS1SD']	FP	FP	FP	FP	FP					100
HG941718.1	4163444	4164032	IS1A	2	['IS1SD']	FP	FP	FP	FP	FP					100
HG941718.1	4161806	4162394	IS1F	1	['IS1T', 'IS1X1']	FP	FP	FP	FP	FP					100
HG941718.1	4162406	4163438	IS1F	1	['IS1T', 'IS1X1']	FP	FP	FP	FP	FP					100
HG941718.1	4163444	4164032	IS1F	1	['IS1T', 'IS1X1']	FP	FP	FP	FP	FP					100
HG941718.1	4161107	4161491	IS1F	1	['IS1T', 'IS1X1']	FP	FP	FP	FP	FP					100
HG941718.1	4160352	4160985	IS1F	1	['IS1T', 'IS1X1']	FP	FP	FP	FP	FP					100
HG941718.1	4164099	4164213	IS1F	1	['IS1T', 'IS1X1']	FP	FP	FP	FP	FP					100
HG941718.1	4164379	4164559	IS1F	1	['IS1T', 'IS1X1']	FP	FP	FP	FP	FP					100
HG941718.1	4164773	4165301	IS1F	1	['IS1T', 'IS1X1']	FP	FP	FP	FP	FP					100
HG941718.1	4173943	4174135	IS1F	2	['IS1T', 'IS1X1']	FP	FP	FP	FP	FP					100
HG941718.1	4174211	4174439	IS1F	2	['IS1T', 'IS1X1']	FP	FP	FP	FP	FP					100
HG941718.1	4174501	4174570	IS1F	2	['IS1T', 'IS1X1']	FP	FP	FP	FP	FP					100
HG941718.1	4170280	4170586	IS1F	2	['IS1T', 'IS1X1']	FP	FP	FP	FP	FP					100
HG941718.1	4169180	4169978	IS1F	2	['IS1T', 'IS1X1']	FP	FP	FP	FP	FP					100
HG941718.1	4166558	4169141	IS1F	2	['IS1T', 'IS1X1']	FP	FP	FP	FP	FP					100
HG941718.1	4174501	4174570	ISEc52	3		FP	FP	FP	FP	FP					100
HG941718.1	4174211	4174439	ISEc52	3		FP	FP	FP	FP	FP					100
HG941718.1	4177837	4180687	ISEc52	3		FP	FP	FP	FP	FP					100
HG941718.1	4180780	4181341	ISEc52	3		FP	FP	FP	FP	FP					100
HG941718.1	4181439	4181697	ISEc52	3		FP	FP	FP	FP	FP					100
HG941718.1	4927860	4928874	ISEc49	1		FP	FP	FP	FP	FP					100
HG941718.1	4928885	4930202	ISEc49	1		FP	FP	FP	FP	FP					100
HG941718.1	4930229	4931150	ISEc49	1		FP	FP	FP	FP	FP					100
HG941718.1	4924599	4924836	ISEc49	1		FP	FP	FP	FP	FP					100
HG941718.1	4923530	4924400	ISEc49	1		FP	FP	FP	FP	FP					100
HG941718.1	4923356	4923452	ISEc49	1		FP	FP	FP	FP	FP					100
HG941718.1	4940403	4941549	IS200C	1	['IS200', 'IS200B']	FP	FP	FP	FP	FP					100
HG941718.1	4941642	4941756	IS200C	1	['IS200', 'IS200B']	FP	FP	FP	FP	FP					100
HG941718.1	4941765	4942047	IS200C	1	['IS200', 'IS200B']	FP	FP	FP	FP	FP					100
HG941718.1	4934655	4935816	IS200C	1	['IS200', 'IS200B']	FP	FP	FP	FP	FP					100
HG941718.1	4934492	4934624	IS200C	1	['IS200', 'IS200B']	FP	FP	FP	FP	FP					100
HG941718.1	4941765	4942047	ISEch14	1		FP	FP	FP	FP	FP					100
HG941718.1	4941642	4941756	ISEch14	1		FP	FP	FP	FP	FP					100
HG941718.1	4940403	4941549	ISEch14	1		FP	FP	FP	FP	FP					100
HG941718.1	4945092	4945203	ISEch14	1		FP	FP	FP	FP	FP					100
HG941718.1	4945333	4946101	ISEch14	1		FP	FP	FP	FP	FP					100
HG941718.1	4946101	4946992	ISEch14	1		FP	FP	FP	FP	FP					100
HG941718.1	4954027	4954138	IS609	2		FP	FP	FP	FP	FP					100
HG941718.1	4954194	4954290	IS609	2		FP	FP	FP	FP	FP					100
HG941718.1	4954299	4954410	IS609	2		FP	FP	FP	FP	FP					100
HG941718.1	4952357	4952879	IS609	2		FP	FP	FP	FP	FP					100
HG941718.1	4951407	4952352	IS609	2		FP	FP	FP	FP	FP					100
HG941718.1	4948996	4951321	IS609	2		FP	FP	FP	FP	FP					100
HG941718.1	4958551	4958965	ISEc49	2		FP	FP	FP	FP	FP					100
HG941718.1	4958973	4959375	ISEc49	2		FP	FP	FP	FP	FP					100
HG941718.1	4959634	4960204	ISEc49	2		FP	FP	FP	FP	FP					100
HG941718.1	4954425	4955799	ISEc49	2		FP	FP	FP	FP	FP					100
HG941718.1	4954299	4954410	ISEc49	2		FP	FP	FP	FP	FP					100
HG941718.1	4971087	4971564	ISCfr4	1		FP	FP	FP	FP	FP					100
HG941718.1	4970277	4971072	ISCfr4	1		FP	FP	FP	FP	FP					100
HG941718.1	4969438	4970257	ISCfr4	1		FP	FP	FP	FP	FP					100
HG941718.1	4974596	4974965	ISCfr4	1		FP	FP	FP	FP	FP					100
HG941718.1	4975054	4975432	ISCfr4	1		FP	FP	FP	FP	FP					100
HG941718.1	5010116	5010206	MITEEc1	1		FP	FP	FP	FP	FP					100
HG941718.1	5010273	5011254	MITEEc1	1		FP	FP	FP	FP	FP					100
HG941718.1	5006824	5006896	MITEEc1	1		FP	FP	FP	FP	FP					100
HG941718.1	5006543	5006801	MITEEc1	1		FP	FP	FP	FP	FP					100
HG941718.1	5017181	5017247	MITEEc1	2		FP	FP	FP	FP	FP					100
HG941718.1	5017625	5018180	MITEEc1	2		FP	FP	FP	FP	FP					100
HG941718.1	5013957	5014353	MITEEc1	2		FP	FP	FP	FP	FP					100
HG941718.1	5013863	5013953	MITEEc1	2		FP	FP	FP	FP	FP					100
HG941718.1	5013529	5013676	MITEEc1	2		FP	FP	FP	FP	FP					100
HG941719.1	39125	39683	ISEc23	4		FP	FP	FP	FP	FP					100
HG941719.1	39865	40726	ISEc23	4		FP	FP	FP	FP	FP					100
HG941719.1	33507	33612	ISEc23	4		FP	FP	FP	FP	FP					100
HG941719.1	33375	33459	ISEc23	4		FP	FP	FP	FP	FP					100
HG941719.1	32643	33159	ISEc23	4		FP	FP	FP	FP	FP					100
HG941719.1	39865	40726	IS6100	1	['IS6100L', 'IS6100R', 'Tn610']	FP	FP	FP	FP	FP					100
HG941719.1	39125	39683	IS6100	1	['IS6100L', 'IS6100R', 'Tn610']	FP	FP	FP	FP	FP					100
HG941719.1	44620	45259	IS6100	1	['IS6100L', 'IS6100R', 'Tn610']	FP	FP	FP	FP	FP					100
HG941719.1	45297	47106	IS6100	1	['IS6100L', 'IS6100R', 'Tn610']	FP	FP	FP	FP	FP					100
HG941719.1	66480	66723	IS26	1	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	65775	66336	IS26	1	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	64812	65673	IS26	1	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	68279	68426	IS26	1	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	68452	69043	IS26	1	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	72642	72975	IS26	2	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	72383	72641	IS26	2	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	71637	72291	IS26	2	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	76793	77279	IS26	2	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	77303	77774	IS26	2	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	77775	78471	IS26	2	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	85165	85927	IS26	3	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	84933	85092	IS26	3	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	82932	84873	IS26	3	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	87256	87757	IS26	3	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	87809	88823	IS26	3	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	88854	89454	IS26	3	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	94948	95242	IS26	4	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	95250	95781	IS26	4	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	95834	97001	IS26	4	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	93461	93767	IS26	4	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	92245	93451	IS26	4	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	91886	92090	IS26	4	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	99858	100131	IS26	5	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	100145	100319	IS26	5	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	95834	97001	IS26	5	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	95250	95781	IS26	5	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	103474	103597	IS15	1	['IS1522', 'IS15L', 'IS15R', 'IS26']	FP	FP	FP	FP	FP					100
HG941719.1	103848	104679	IS15	1	['IS1522', 'IS15L', 'IS15R', 'IS26']	FP	FP	FP	FP	FP					100
HG941719.1	100145	100319	IS15	1	['IS1522', 'IS15L', 'IS15R', 'IS26']	FP	FP	FP	FP	FP					100
HG941719.1	99858	100131	IS15	1	['IS1522', 'IS15L', 'IS15R', 'IS26']	FP	FP	FP	FP	FP					100
HG941719.1	107824	107911	IS26	6	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	107992	108076	IS26	6	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	108107	108785	IS26	6	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	103848	104679	IS26	6	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	103474	103597	IS26	6	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	112985	113705	IS26	7	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	113738	114455	IS26	7	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	114493	114610	IS26	7	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	112523	112793	IS26	7	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	112300	112417	IS26	7	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	111527	112289	IS26	7	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	114642	115608	IS26	7	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	115653	116406	IS26	7	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	116830	116968	IS26	7	['IS15DIV']	FP	FP	FP	FP	FP					100
HG941719.1	119865	120048	IS1A	3	['IS1SD']	FP	FP	FP	FP	FP					100
HG941719.1	119494	119617	IS1A	3	['IS1SD']	FP	FP	FP	FP	FP					100
HG941719.1	118164	119334	IS1A	3	['IS1SD']	FP	FP	FP	FP	FP					100
HG941719.1	121373	122222	IS1A	3	['IS1SD']	FP	FP	FP	FP	FP					100
HG941719.1	122380	123946	IS1A	3	['IS1SD']	FP	FP	FP	FP	FP					100
HG941719.1	130304	131078	IS1R	2	['IS1G']	FP	FP	FP	FP	FP					100
HG941719.1	129791	130292	IS1R	2	['IS1G']	FP	FP	FP	FP	FP					100
HG941718.1	233727	236259	ISEc23	1						FN			0.0	+	100
HG941718.1	814902	815025	MITEEc1	1						FN			0.0	-	100
HG941718.1	1365600	1366443	ISCfr4							FN			0.0	+	100
HG941718.1	1372287	1373517	ISEc24							FN			0.0	-	100
HG941718.1	1417476	1418621	IS4							FN			0.0	-	100
HG941718.1	1480031	1482480	ISEc12	1						FN			0.0	+	100
HG941718.1	1647528	1648819	ISEc1		['H-rptE', 'ISEc5', 'RhsE']					FN			0.0	+	100
HG941718.1	1997567	1998999	IS1397	1						FN			0.0	-	100
HG941718.1	2103782	2104446	IS609	1						FN			0.0	+	100
HG941718.1	2135365	2136797	IS1397	2						FN			0.0	-	100
HG941718.1	2142423	2143132	IS200C	1	['IS200', 'IS200B']					FN			0.0	-	100
HG941718.1	2244066	2245788	ISEc38							FN			0.0	-	100
HG941718.1	2248880	2250339	ISEc20							FN			0.0	+	100
HG941718.1	2252365	2254232	IS100kyp		['IS100']					FN			0.0	-	100
HG941718.1	2265833	2268365	ISEc23	2						FN			0.0	+	100
HG941718.1	2271108	2273665	ISEc12	2						FN			0.0	+	100
HG941718.1	2284842	2285551	IS200C	1	['IS200', 'IS200B']					FN			0.0	-	100
HG941718.1	2384714	2385482	IS1A	1	['IS1SD']					FN			0.0	-	100
HG941718.1	3111919	3114403	ISEc12	3						FN			0.0	+	100
HG941718.1	3237314	3237436	MITEEc1	2						FN			0.0	-	100
HG941718.1	3288119	3288887	IS1A	2	['IS1SD']					FN			0.0	+	100
HG941718.1	3290146	3290914	IS1A	3	['IS1SD']					FN			0.0	-	100
HG941718.1	3293136	3294446	IS1203		['IS3411']					FN			0.0	-	100
HG941718.1	3295103	3295881	ISKox3							FN			0.0	-	100
HG941718.1	3314362	3315303	ISSd1		['IS600', 'ISS1']					FN			0.0	+	100
HG941718.1	3316099	3317706	ISEch14							FN			0.0	+	100
HG941718.1	3336528	3338118	ISEc22							FN			0.0	+	100
HG941718.1	3360526	3362935	ISEc10							FN			0.0	+	100
HG941718.1	3558365	3559615	ISEc52	2						FN			0.0	+	100
HG941718.1	3820313	3821771	IS609	2						FN			0.0	-	100
HG941718.1	4140077	4140846	IS1F	1	['IS1T', 'IS1X1']					FN			0.0	-	100
HG941718.1	4156066	4156581	ISSen10							FN			0.0	-	100
HG941718.1	4171128	4173827	ISCro1							FN			0.0	+	100
HG941718.1	4175107	4177238	IS21		['IS640']					FN			0.0	-	100
HG941718.1	4925088	4927620	ISEc23	3						FN			0.0	+	100
HG941718.1	4937432	4938940	ISEc9		['ISEcp1']					FN			0.0	+	100
HG941718.1	4938940	4940135	IS5		['IS5-Delta', 'IS5D']					FN			0.0	-	100
HG941718.1	4942385	4943650	IS600		['ISS1', 'ISSd1']					FN			0.0	-	100
HG941718.1	4943650	4944441	ISEc52	3						FN			0.0	+	100
HG941718.1	4953115	4953883	IS1F	2	['IS1T', 'IS1X1']					FN			0.0	+	100
HG941718.1	4956000	4958289	ISEc8							FN			0.0	-	100
HG941718.1	4971900	4974384	ISEc12	4						FN			0.0	+	100
HG941718.1	4976678	4977300	ISSen1							FN			0.0	+	100
HG941718.1	5007344	5008594	ISEc52	4						FN			0.0	-	100
HG941718.1	5014813	5016698	ISEc53							FN			0.0	-	100
HG941719.1	36288	37108	IS26	1	['IS15DIV']					FN			0.0	+	100
HG941719.1	37108	38748	IS26	2	['IS15DIV']					FN			0.0	-	100
HG941719.1	43434	44254	IS26	3	['IS15DIV']					FN			0.0	-	100
HG941719.1	66901	67669	IS1R		['IS1G']					FN			0.0	+	100
HG941719.1	93932	94812	IS6100		['IS6100L', 'IS6100R', 'Tn610']					FN			0.0	+	100
HG941719.1	131258	133790	ISEc23							FN			0.0	-	100
